# Метеостанция Сан-Франциско (аэропорт), США, WMO_ID=72494, выборка с 01.01.2014 по 01.01.2015, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=72494&lang=ru
#
"Местное время в Сан-Франциско (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.06.2014 23:00";"16.7";"753.3";"755.7";"";"73";"Ветер, дующий с западо-северо-запада";"3";"";"";"Облаков нет.";" ";"";"";"13.3";"30.6";"";"";"";"";"";"16.0";"11.7";"";"";"";"";"";"";
"08.06.2014 17:00";"30.6";"752.8";"755.2";"";"30";"Ветер, дующий с запада";"9";"";"";"Облаков нет.";" ";"";"";"13.3";"30.6";"";"";"";"";"";"16.0";"11.1";"";"";"";"";"";"";
"08.06.2014 11:00";"20.6";"754.8";"757.1";"";"70";"Ветер, дующий с севера";"2";"";"";"Облаков нет.";" ";"";"";"12.8";"20.6";"";"";"";"";"";"16.0";"15.0";"";"";"";"";"";"";
"08.06.2014 05:00";"13.3";"754.6";"757.0";"";"84";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"13.3";"21.1";"";"";"";"";"";"16.0";"10.6";"";"";"";"";"";"";
"07.06.2014 23:00";"13.9";"755.1";"757.3";"";"83";"Ветер, дующий с западо-северо-запада";"5";"";"";"Облаков нет.";" ";"";"";"11.7";"21.1";"";"";"";"";"";"16.0";"11.1";"";"";"";"";"";"";
"07.06.2014 17:00";"20.0";"754.0";"756.4";"";"57";"Ветер, дующий с западо-северо-запада";"8";"";"";"20–30%.";" ";"";"";"11.7";"20.6";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"07.06.2014 11:00";"18.9";"755.5";"757.9";"";"68";"Ветер, дующий с севера";"3";"";"";"20–30%.";" ";"";"";"11.7";"18.9";"";"";"300-600";"";"";"16.0";"12.8";"";"";"";"";"";"";
"07.06.2014 05:00";"11.7";"755.3";"757.6";"";"93";"Ветер, дующий с западо-северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"11.7";"21.7";"";"";"300-600";"";"";"16.0";"10.6";"";"";"";"";"";"";
"06.06.2014 23:00";"12.8";"755.5";"757.9";"";"90";"Ветер, дующий с западо-северо-запада";"7";"";"";"20–30%.";" ";"";"";"12.2";"18.3";"";"";"100-200";"";"";"16.0";"11.1";"";"";"";"";"";"";
"06.06.2014 17:00";"18.3";"754.6";"756.9";"";"66";"Ветер, дующий с западо-северо-запада";"9";"12";"";"20–30%.";" ";"";"";"12.2";"21.7";"";"";"200-300";"";"";"16.0";"11.7";"";"";"";"";"";"";
"06.06.2014 11:00";"18.9";"755.5";"758.0";"";"70";"Ветер, дующий с севера";"3";"";"";"20–30%.";" ";"";"";"12.2";"18.9";"";"";"300-600";"";"";"16.0";"13.3";"";"";"";"";"";"";
"06.06.2014 05:00";"12.8";"754.8";"757.2";"";"87";"Ветер, дующий с запада";"3";"";"";"Облаков нет.";" ";"";"";"12.2";"21.7";"";"";"";"";"";"16.0";"10.6";"";"";"";"";"";"";
"05.06.2014 23:00";"14.4";"755.3";"757.6";"";"81";"Ветер, дующий с западо-северо-запада";"5";"";"";"Облаков нет.";" ";"";"";"11.7";"18.9";"";"";"";"";"";"16.0";"11.1";"";"";"";"";"";"";
"05.06.2014 17:00";"18.9";"754.6";"757.0";"";"63";"Ветер, дующий с западо-северо-запада";"9";"";"";"20–30%.";" ";"";"";"11.7";"21.7";"";"";"200-300";"";"";"16.0";"11.7";"";"";"";"";"";"";
"05.06.2014 11:00";"18.9";"756.1";"758.4";"";"70";"Ветер, дующий с северо-северо-востока";"3";"";"";"20–30%.";" ";"";"";"11.7";"18.9";"";"";"300-600";"";"";"16.0";"13.3";"";"";"";"";"";"";
"05.06.2014 05:00";"12.2";"755.5";"757.9";"";"90";"Ветер, дующий с западо-северо-запада";"3";"";"";"20–30%.";" ";"";"";"11.7";"20.0";"";"";"100-200";"";"";"16.0";"10.6";"";"";"";"";"";"";
"04.06.2014 23:00";"12.2";"756.3";"758.5";"";"87";"Ветер, дующий с западо-северо-запада";"6";"";"";"20–30%.";" ";"";"";"11.7";"19.4";"";"";"100-200";"";"";"16.0";"10.0";"";"";"";"";"";"";
"04.06.2014 17:00";"19.4";"755.3";"757.6";"";"59";"Ветер, дующий с западо-северо-запада";"9";"";"";"20–30%.";" ";"";"";"11.7";"20.0";"";"";"200-300";"";"";"16.0";"11.1";"";"";"";"";"";"";
"04.06.2014 11:00";"17.2";"757.3";"759.6";"";"73";"Ветер, дующий с северо-востока";"3";"";"";"20–30%.";" ";"";"";"11.7";"17.2";"";"";"300-600";"";"";"14.0";"12.2";"";"";"";"";"";"";
"04.06.2014 05:00";"11.7";"756.6";"758.9";"";"89";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";" ";"";"";"11.7";"19.4";"";"";"300-600";"";"";"16.0";"10.0";"";"";"";"";"";"";
"03.06.2014 23:00";"12.2";"757.1";"759.5";"";"83";"Ветер, дующий с западо-северо-запада";"5";"";"";"20–30%.";" ";"";"";"11.7";"17.8";"";"";"200-300";"";"";"16.0";"9.4";"";"";"";"";"";"";
"03.06.2014 17:00";"17.8";"756.6";"758.9";"";"65";"Ветер, дующий с западо-северо-запада";"8";"";"";"20–30%.";" ";"";"";"11.7";"19.4";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"03.06.2014 11:00";"17.2";"758.1";"760.5";"";"65";"Ветер, дующий с северо-северо-востока";"3";"";"";"20–30%.";" ";"";"";"11.7";"17.8";"";"";"600-1000";"";"";"16.0";"10.6";"";"";"";"";"";"";
"03.06.2014 05:00";"12.2";"757.6";"759.9";"";"80";"Ветер, дующий с юго-запада";"4";"";"";"70 – 80%.";" ";"";"";"11.7";"19.4";"";"";"200-300";"";"";"16.0";"8.9";"";"";"";"";"";"";
"02.06.2014 23:00";"13.9";"757.6";"759.8";"";"78";"Ветер, дующий с юго-юго-запада";"3";"";"";"50%.";" ";"";"";"11.1";"17.2";"";"";"200-300";"";"";"16.0";"10.0";"";"";"";"";"";"";
"02.06.2014 17:00";"17.2";"757.1";"759.4";"";"65";"Ветер, дующий с западо-юго-запада";"8";"11";"";"50%.";" ";"";"";"11.1";"19.4";"";"";"300-600";"";"";"16.0";"10.6";"";"";"";"";"";"";
"02.06.2014 11:00";"17.8";"757.1";"759.5";"";"60";"Ветер, дующий с юго-запада";"6";"";"";"50%.";" ";"";"";"11.7";"17.8";"";"";"600-1000";"";"";"16.0";"10.0";"";"";"";"";"";"";
"02.06.2014 05:00";"11.7";"755.8";"758.1";"";"83";"Ветер, дующий с юго-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"11.1";"22.2";"";"";"";"";"";"16.0";"8.9";"";"";"";"";"";"";
"01.06.2014 23:00";"11.7";"755.5";"757.8";"";"86";"Ветер, дующий с западо-северо-запада";"6";"";"";"20–30%.";" ";"";"";"11.1";"19.4";"";"";"100-200";"";"";"16.0";"9.4";"";"";"";"";"";"";
"01.06.2014 17:00";"19.4";"755.1";"757.3";"";"57";"Ветер, дующий с западо-северо-запада";"8";"";"";"20–30%.";" ";"";"";"11.1";"22.2";"";"";"200-300";"";"";"16.0";"10.6";"";"";"";"";"";"";
"01.06.2014 11:00";"17.8";"757.3";"759.6";"";"70";"Ветер, дующий с севера";"4";"";"";"20–30%.";" ";"";"";"11.1";"17.8";"";"";"300-600";"";"";"16.0";"12.2";"";"";"";"";"";"";
"01.06.2014 05:00";"11.1";"757.1";"759.5";"";"89";"Ветер, дующий с запада";"3";"";"";"50%.";" ";"";"";"11.1";"20.0";"";"";"100-200";"";"";"16.0";"9.4";"";"";"";"";"";"";
"31.05.2014 23:00";"11.7";"758.1";"760.4";"";"86";"Ветер, дующий с западо-северо-запада";"6";"";"";"20–30%.";" ";"";"";"11.7";"17.8";"";"";"100-200";"";"";"16.0";"9.4";"";"";"";"";"";"";
"31.05.2014 17:00";"16.7";"757.6";"760.0";"";"67";"Ветер, дующий с западо-северо-запада";"9";"";"";"20–30%.";" ";"";"";"12.2";"20.0";"";"";"200-300";"";"";"16.0";"10.6";"";"";"";"";"";"";
"31.05.2014 11:00";"17.2";"758.8";"761.2";"";"68";"Ветер, дующий с севера";"3";"";"";"20–30%.";" ";"";"";"12.2";"17.8";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"31.05.2014 05:00";"12.8";"758.6";"760.8";"";"83";"Ветер, дующий с западо-юго-запада";"4";"";"";"100%.";" ";"";"";"12.8";"18.3";"";"";"200-300";"";"";"16.0";"10.0";"";"";"";"";"";"";
"30.05.2014 23:00";"13.3";"759.4";"761.6";"";"81";"Ветер, дующий с запада";"6";"11";"";"100%.";" ";"";"";"11.1";"15.0";"";"";"300-600";"";"";"16.0";"10.0";"";"";"";"";"";"";
"30.05.2014 17:00";"15.0";"758.6";"761.0";"";"69";"Ветер, дующий с запада";"8";"13";"";"70 – 80%.";" ";"";"";"11.1";"18.3";"";"";"200-300";"";"";"16.0";"9.4";"";"";"";"";"";"";
"30.05.2014 11:00";"15.6";"759.1";"761.4";"";"67";"Ветер, дующий с запада";"7";"10";"";"70 – 80%.";" ";"";"";"11.7";"16.1";"";"";"200-300";"";"";"14.0";"9.4";"";"";"";"";"";"";
"30.05.2014 05:00";"11.7";"757.6";"760.0";"";"80";"Ветер, дующий с юго-запада";"3";"";"";"Облаков нет.";" ";"";"";"11.1";"25.6";"";"";"";"";"";"16.0";"8.3";"";"";"";"";"";"";
"29.05.2014 23:00";"12.8";"758.4";"760.6";"";"80";"Ветер, дующий с запада";"6";"";"";"50%.";" ";"";"";"11.7";"20.0";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"29.05.2014 17:00";"20.0";"757.6";"759.9";"";"49";"Ветер, дующий с западо-северо-запада";"10";"";"";"20–30%.";" ";"";"";"11.7";"25.6";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"8.9";"";"";"";"";"";"";
"29.05.2014 11:00";"21.7";"758.4";"760.6";"";"57";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"11.7";"21.7";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"12.8";"";"";"";"";"";"";
"29.05.2014 05:00";"12.2";"757.9";"760.1";"";"72";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"11.7";"22.2";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"7.2";"";"";"";"";"";"";
"28.05.2014 23:00";"13.9";"758.8";"761.1";"";"69";"Ветер, дующий с запада";"6";"";"";"Облаков нет.";" ";"";"";"11.7";"20.0";"";"";"";"";"";"16.0";"8.3";"";"";"";"";"";"";
"28.05.2014 17:00";"20.0";"759.6";"762.0";"";"45";"Ветер, дующий с запада";"11";"14";"";"Облаков нет.";" ";"";"";"11.7";"22.2";"";"";"";"";"";"16.0";"7.8";"";"";"";"";"";"";
"28.05.2014 11:00";"20.0";"761.4";"763.7";"";"38";"Ветер, дующий с запада";"8";"";"";"Облаков нет.";" ";"";"";"11.7";"20.0";"";"";"";"";"";"16.0";"5.0";"";"";"";"";"";"";
"28.05.2014 05:00";"11.7";"760.9";"763.1";"";"72";"Ветер, дующий с западо-юго-запада";"3";"";"";"20–30%.";" ";"";"";"11.7";"20.0";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"6.7";"";"";"";"";"";"";
"27.05.2014 23:00";"13.3";"760.6";"763.0";"";"70";"Ветер, дующий с запада";"10";"13";"";"Облаков нет.";" ";"";"";"12.8";"18.9";"";"";"";"";"";"16.0";"7.8";"";"";"";"";"";"";
"27.05.2014 17:00";"18.3";"759.9";"762.2";"";"51";"Ветер, дующий с запада";"11";"15";"";"20–30%.";" ";"";"";"12.8";"20.0";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"7.8";"";"";"";"";"";"";
"27.05.2014 11:00";"17.8";"761.2";"763.4";"";"54";"Ветер, дующий с западо-северо-запада";"9";"";"";"20–30%.";" ";"";"";"12.2";"18.3";"";"";"300-600";"";"";"16.0";"8.3";"";"";"";"";"";"";
"27.05.2014 05:00";"12.8";"760.4";"762.6";"";"77";"Ветер, дующий с запада";"5";"";"";"20–30%.";" ";"";"";"12.8";"22.2";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"8.9";"";"";"";"";"";"";
"26.05.2014 23:00";"14.4";"760.1";"762.5";"";"70";"Ветер, дующий с запада";"10";"13";"";"Облаков нет.";" ";"";"";"13.3";"21.7";"";"";"";"";"";"16.0";"8.9";"";"";"";"";"";"";
"26.05.2014 17:00";"21.1";"759.4";"761.8";"";"53";"Ветер, дующий с запада";"15";"18";"";"20–30%.";" ";"";"";"13.3";"22.2";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"26.05.2014 11:00";"18.9";"760.4";"762.6";"";"61";"Ветер, дующий с западо-северо-запада";"8";"";"";"20–30%.";" ";"";"";"13.3";"18.9";"";"";"200-300";"";"";"16.0";"11.1";"";"";"";"";"";"";
"26.05.2014 05:00";"13.9";"758.8";"761.2";"";"74";"Ветер, дующий с запада";"7";"";"";"Облаков нет.";" ";"";"";"13.3";"22.2";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"25.05.2014 23:00";"14.4";"758.8";"761.2";"";"70";"Ветер, дующий с запада";"9";"14";"";"Облаков нет.";" ";"";"";"12.8";"20.6";"";"";"";"";"";"16.0";"8.9";"";"";"";"";"";"";
"25.05.2014 17:00";"20.6";"757.9";"760.2";"";"44";"Ветер, дующий с запада";"13";"17";"";"20–30%.";" ";"";"";"12.8";"22.2";"";"";"1500-2000";"";"";"16.0";"7.8";"";"";"";"";"";"";
"25.05.2014 11:00";"21.7";"758.8";"761.3";"";"47";"Ветер, дующий с северо-запада";"6";"";"";"20–30%.";" ";"";"";"12.2";"21.7";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"10.0";"";"";"";"";"";"";
"25.05.2014 05:00";"12.8";"758.6";"760.9";"";"80";"Ветер, дующий с западо-северо-запада";"4";"";"";"20–30%.";" ";"";"";"12.8";"19.4";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"24.05.2014 23:00";"13.9";"759.4";"761.6";"";"74";"Ветер, дующий с запада";"5";"";"";"Облаков нет.";" ";"";"";"13.3";"18.9";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"24.05.2014 17:00";"18.9";"758.4";"760.8";"";"56";"Ветер, дующий с запада";"8";"";"";"70 – 80%.";" ";"";"";"13.3";"19.4";"";"";"200-300";"";"";"16.0";"10.0";"";"";"";"";"";"";
"24.05.2014 11:00";"16.7";"759.9";"762.3";"";"70";"Ветер, дующий с западо-северо-запада";"8";"";"";"50%.";" ";"";"";"12.8";"16.7";"";"";"100-200";"";"";"16.0";"11.1";"";"";"";"";"";"";
"24.05.2014 05:00";"13.9";"759.4";"761.6";"";"81";"Ветер, дующий с западо-юго-запада";"7";"";"";"70 – 80%.";" ";"";"";"13.3";"20.6";"";"";"300-600";"";"";"16.0";"10.6";"";"";"";"";"";"";
"23.05.2014 23:00";"15.6";"758.8";"761.2";"";"70";"Ветер, дующий с западо-северо-запада";"9";"14";"";"50%.";" ";"";"";"12.2";"17.8";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"10.0";"";"";"";"";"";"";
"23.05.2014 17:00";"17.2";"758.8";"761.3";"";"70";"Ветер, дующий с запада";"7";"12";"";"70 – 80%.";" ";"";"";"12.2";"20.6";"";"";"100-200";"";"";"16.0";"11.7";"";"";"";"";"";"";
"23.05.2014 11:00";"17.8";"760.4";"762.7";"";"68";"Ветер, дующий с западо-северо-запада";"6";"";"";"70 – 80%.";" ";"";"";"13.3";"18.9";"";"";"200-300";"";"";"16.0";"11.7";"";"";"";"";"";"";
"23.05.2014 05:00";"13.3";"760.1";"762.5";"";"84";"Ветер, дующий с юго-юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"12.2";"21.1";"";"";"100-200";"";"";"16.0";"10.6";"";"";"";"";"";"";
"22.05.2014 23:00";"13.3";"760.6";"762.9";"";"87";"Ветер, дующий с западо-северо-запада";"5";"";"";"20–30%.";" ";"";"";"13.3";"19.4";"";"";"100-200";"";"";"16.0";"11.1";"";"";"";"";"";"";
"22.05.2014 17:00";"18.9";"758.4";"760.8";"";"63";"Ветер, дующий с западо-северо-запада";"9";"";"";"50%.";" ";"";"";"13.9";"21.1";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"22.05.2014 11:00";"17.8";"759.1";"761.4";"";"65";"Ветер, дующий с запада";"5";"";"";"70 – 80%.";" ";"";"";"13.3";"17.8";"";"";"200-300";"";"";"16.0";"11.1";"";"";"";"";"";"";
"22.05.2014 05:00";"13.9";"758.1";"760.3";"";"81";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";" ";"";"";"13.9";"21.7";"";"";"300-600";"";"";"16.0";"10.6";"";"";"";"";"";"";
"21.05.2014 23:00";"14.4";"759.1";"761.5";"";"81";"Ветер, дующий с запада";"5";"7";"";"70 – 80%.";" ";"";"";"13.3";"18.9";"";"";"200-300";"";"";"16.0";"11.1";"";"";"";"";"";"";
"21.05.2014 17:00";"18.9";"757.9";"760.3";"";"59";"Ветер, дующий с западо-северо-запада";"8";"12";"";"20–30%.";" ";"";"";"13.3";"21.7";"";"";"200-300";"";"";"16.0";"10.6";"";"";"";"";"";"";
"21.05.2014 11:00";"17.8";"758.6";"760.9";"";"70";"Ветер, дующий с востоко-северо-востока";"2";"";"";"20–30%.";" ";"";"";"13.3";"18.9";"";"";"300-600";"";"";"16.0";"12.2";"";"";"";"";"";"";
"21.05.2014 05:00";"13.3";"758.6";"760.8";"";"84";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"13.3";"21.7";"";"";"300-600";"";"";"16.0";"10.6";"";"";"";"";"";"";
"20.05.2014 23:00";"14.4";"759.9";"762.1";"";"81";"Ветер, дующий с западо-юго-запада";"5";"9";"";"100%.";" ";"";"";"13.3";"20.0";"";"";"200-300";"";"";"16.0";"11.1";"";"";"";"";"";"";
"20.05.2014 17:00";"20.0";"759.6";"761.8";"";"57";"Ветер, дующий с западо-юго-запада";"8";"10";"";"50%.";" ";"";"";"13.3";"21.7";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"20.05.2014 11:00";"19.4";"759.6";"761.9";"";"57";"Ветер, дующий с северо-запада";"5";"";"";"70 – 80%.";" ";"";"";"13.9";"19.4";"";"";"600-1000";"";"";"16.0";"10.6";"";"";"";"";"";"";
"20.05.2014 05:00";"13.9";"758.1";"760.6";"";"78";"Ветер, дующий с западо-юго-запада";"7";"";"";"70 – 80%.";" ";"";"";"13.3";"20.0";"";"";"200-300";"";"";"16.0";"10.0";"";"";"";"";"";"";
"19.05.2014 23:00";"14.4";"758.8";"761.2";"";"81";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";" ";"";"";"13.3";"17.8";"";"";"200-300";"";"";"16.0";"11.1";"Следы осадков";"6";"";"";"";"";
